item_text_ar,item_text_en_ai
٥. عندما تمسك طفلك في وضعية الجلوس، هل يستطيع إبقاء رأسه ثابتًا دون حركة؟,"5. When you hold your baby in a sitting position, can he keep his head still?"
٥. عندما تُلبس طفلك قميصه هل يدفع بذراعه داخل كم القميص حال دخولها فتحة الكم؟,"5. When you put your child on his shirt, does he push his arm into the shirt sleeve as soon as it enters the sleeve opening?"
٥. عندما يكون طفلك مستلقيًا على ظهره، هل يدير رأسه من جنب إلى آخر؟,"5. When your baby is lying on his back, does he turn his head from side to side?"
٥. عندما يكون طفلك واقفًا ومستندًا إلى قطعة أثاث، هل يمكنه الانحناء بجسده إلى الأسفل دون أن يقع أو ينزلق؟,"5. When your child is standing and leaning against a piece of furniture, can he bend down without falling or slipping?"
٥. قم برص أربعة مكعبات أو سيارات في صف مستقيم أمام طفلك، هل يقلدك برص اثنين على الأقل؟,5. Arrange four blocks or cars in a straight row in front of your child. Does he imitate you by stacking at least two?
٥. قم برص أربعة مكعبات أو سيارات في صف مستقيم أمام طفلك، هل يقلدك برصها كلها؟ (بإمكانك استخدام بكرات خيوط، أو صناديق صغيرة، أو ألعاب أخرى).,"5. Arrange four blocks or cars in a straight row in front of your child. Does he imitate you by stacking them all? (You can use spools of string, small boxes, or other toys.)"
٥. هل يبتسم طفلك لرؤيتك بالقرب قبل أن تكلمه أو تبتسم له؟,5. Does your child smile when he sees you nearby before you speak or smile at him?
٥. هل يتبع طفلك أمرًا بسيطًا واحدًا دون أن تستخدم معه التلميح أو الإشارة باليد؟ كأن تقول ”تعال هنا“، أو ”اعطني“، أو ”أعده مكانه“؟,"5. Does your child follow one simple command without a hint or hand signal? Like saying “Come here,” or “Give it to me,” or “Put it back in its place”?"
٥. هل يجري طفلك بشكل جيد، ويتوقف بنفسه عن الجري دون أن يسقط أو يصطدم بشيء؟,5. Does your child run well and stop running on his own without falling or bumping into anything?
٥. هل يجلس طفلك مستقيمًا على الأرض لبضع دقائق دون أن يتكئ على يديه؟,5. Does your child sit upright on the floor for a few minutes without leaning on his hands?
٥. هل يحاول طفلك أن ينخر بإصبعه لإخراج كسرة خبز -بحجم حبة الفول تقريبًا- من قارورة شفافة كقارورة الماء أو قارورة حليب الطفل؟,5. Is your child trying to poke his finger to remove a piece of bread - about the size of a bean - from a clear bottle such as a water bottle or a baby formula bottle?
٥. هل يحاول طفلك التقاط كسرة خبز بثني أصابعه، حتى لو لم يستطع التقاطها؟,"5. Does your child try to pick up a piece of bread by bending his fingers, even if he can't pick it up?"
٥. هل يحاول طفلك جذب انتباهك أو لفت نظرك إلى شيء ما بسحب يدك أو ملابسك؟,5. Is your child trying to get your attention or draw your attention to something by pulling your hand or clothing?
٥. هل يخربش طفلك على الورقة ذهابًا وإيابًا عندما تقوم بإعطائه قلم تلوين أو قلم رصاص أو حبر، من دون أن تريه كيف يفعل ذلك؟,"5. Does your child scribble back and forth on the paper when you give him a crayon, pencil or ink, without you showing him how to do it?"
٥. هل يدُخل طفلك الخيط بالأشياء الصغيرة المثقوبة، مثل كرات الخرز وحبوب المعكرونة وعجلات الألعاب الصغيرة؟,"5. Does your child floss with small, perforated objects, such as bead balls, pasta pods, and small toy wheels?"
٥. هل يردد طفلك جملة مكونة من كلمتين بعد أن تقال له؟ كأن تقول له:” ماما تأكل“، أو ”بابا يلعب“، أو ”اذهب إلى البيت“؟,"5. Does your child repeat a two-word sentence after it is said to him? Like saying to him: “Mommy is eating,” or “Daddy is playing,” or “Go home”?"
٥. هل يرسم طفلك صور أشخاص تحتوي على ثلاثة من أعضاء الجسم على الأقل:كالرأس والعينين والفم والأنف والرقبة والشعر والجذع والذراعين واليدين والساقين والقدم؟,"5. Does your child draw pictures of people that contain at least three body parts: head, eyes, mouth, nose, neck, hair, torso, arms, hands, legs, and feet?"
٥. هل يركب طفلك ما بين كلمتين إلى ثلاث كلمات مختلفة في جملة لتعبر عن فكرة ما؟ كأن يقول” شاهد الكلب”، أو “أمي عودي للمنزل”، أو “القطة رحلت”.,"5. Does your child combine two to three different words in a sentence to express an idea? He would say, “See the dog,” or “Mom, come home,” or “The cat is gone.”"
٥. هل يرمي طفلك كرة صغيرة بتحريك ذراعه إلى الأمام؟,5. Does your child throw a small ball by moving his arm forward?
٥. هل يساعدك طفلك بنزع ملابسه كالجورب، أو القبعة، أو الحذاء، أو قفازات اليد؟,"5. Does your child help you remove clothing such as socks, hat, shoes, or gloves?"
٥. هل يستجيب طفلك لنبرة صوتك عندما تنهره ”لا لا“؟ كأن ينظر إليك أو يتوقف عن نشاطه لفترة قصيرة على الأقل؟,"5. Does your child respond to the tone of your voice when you tell him “no, no”? Like looking at you or stopping his activity for at least a short time?"
٥. هل يستخدم طفلك جُملً تحتوي على أربع أو خمس كلمات؟ هل يقول طفلك مثلا “أنا أريد السيارة الحمراء”؟,"5. Does your child use sentences that contain four or five words? Does your child say, for example, “I want the red car”?"
٥. هل يستخدم طفلك كلمتين على الأقل من الكلمات التالية بطريقة صحيحة:“ أنا”، و “أنت”، و “هي”، و “مِلكِي”؟,"5. Does your child use at least two of the following words correctly: “I,” “you,” “she,” and “mine”?"
٥. هل يستطيع طفلك أن يجيب على الأسئلة التالية:,5. Can your child answer the following questions:
٥. هل يشرب طفلك الماء، أو العصير، أو أي مشروب آخر من كوب تمسكه أنت؟,"5. Does your child drink water, juice, or another beverage from a cup that you hold?"
٥. هل يشرب طفلك من كوب ثم يعيده إلى مكانه؟ حتى وإن انسكب القليل من السائل؟,5. Does your child drink from a cup and then put it back in its place? Even if a little liquid is spilled?
٥. هل يشير طفلك إلى الصورة الصحيحة عندما تقول له مثلً: “أرني القطة”، أوتسأله: “أين الكلب؟” دون أن تساعده؟,"5. Does your child point to the correct picture when you say, for example, “Show me the cat,” or ask, “Where is the dog?” Without helping him?"
٥. هل يصعد طفلك سلم الدرج مستخدمًا قدمًا واحدة لكل درجة يصعدها؟,5. Does your child climb stairs using one foot for each step?
٥. هل يضحك طفلك بصوت خافت؟,5. Does your child laugh faintly?
٥. هل يضحك طفلك؟,5. Does your child laugh?
٥. هل يضع طفلك سبع ألعاب أو مكعبات صغيرة فوق بعضها بنفسه؟,5. Does your child put seven toys or small blocks on top of each other by himself?
٥. هل يضع طفلك ست ألعاب أو مكعبات صغيرة فوق بعضها بنفسه؟,5. Does your child stack six toys or small blocks on top of each other by himself?
٥. هل يضع طفلك علامة على الورقة باستخدام رأس قلم تلوين أو قلم رصاص أو حبر؟,"5. Does your child make marks on paper with the tip of a crayon, pencil, or ink?"
٥. هل يضع طفلك قدمه في فمه عندما يكون مستلقيًا على ظهره؟,5. Does your baby put his foot in his mouth when he's lying on his back?
٥. هل يضغط طفلك بعض المفاتيح للتشغيل والإغلاق؟ كمفاتيح الإضاءة أو تشغيل الألعاب؟,5. Does your child press some switches to turn them on and off? Like light switches or playing games?
٥. هل يطلق طفلك أصوات كالأصوات الآتية: ”دا“، و ”با“، و ”كا“، و ”غا“؟,"5. Does your baby make sounds such as “da,” “ba,” “ka,” and “ga”?"
٥. هل يعد طفلك إلى الرقم 15 دون أخطاء؟ اختر “نعم” إذا عد إلى 15 ، واختر “بعض الأوقات” إذا عد إلى 12 دون أخطاء.,"5. Does your child count to 15 without errors? Choose “Yes” if he counts to 15, and choose “Sometimes” if he counts to 12 without errors."
٥. هل يقص طفلك ورقة باستخدام مقص الأطفال الآمن؟ لا يتوجب عليه أن يقص الورقة، ولكن عليه أن يحرك يده بفتح وإغلاق شفرتي المقص وهو ممسك بالورقة بيده الأخرى.,"5. Does your child cut a sheet of paper using child-safe scissors? He does not have to cut the paper, but he must move his hand by opening and closing the blades of the scissors while holding the paper in his other hand."
٥. هل يقف طفلك على قدم واحدة دون الاستناد إلى شيء لمدة 5 ثوانٍ من غير أن يختل توازنه أو أن يعيد قدمه للأسفل؟,5. Does your child stand on one foot without resting on something for 5 seconds without losing his balance or putting his foot back down?
٥. هل يقف طفلك على قدم واحدة لمدة ثانية واحدة دون أن يستند إلى شيء؟,5. Does your child stand on one foot for one second without leaning on anything?
٥. هل يقفز طفلك إلى الأمام مسافة لا تقل عن 3 بوصة / 8 سم برفع كلتا قدميه عن الأرض عند القفز؟,5. Does your child jump forward at least 3 inches/8 cm by lifting both feet off the ground when jumping?
٥. هل يقفز طفلك رافعًا كلتا قدميه عن الأرض في نفس الوقت؟,5. Does your child jump with both feet off the ground at the same time?
٥. هل يقفز طفلك للأمام مسافة 20 بوصة / 50 سم رافعًا كلتا قدميه معًا؟,5. Does your child jump forward 20 inches/50 cm with both feet together?
٥. هل يقلب طفلك صفحات كتاب الواحدة تلو الأخرى؟,5. Does your child turn the pages of a book one by one?
٥. هل يقلب طفلك صفحات كتاب بمفرده؟,5. Does your child turn the pages of a book on his own?
٥. هل يقول طفلك أربع كلمات أو أكثر بالإضافة إلى كلمتي ”ماما“ و ”بابا“؟,5. Does your child say four or more words in addition to “mama” and “dada”?
٥. هل يقوم طفلك باتباع ثلاثة أوامر مختلفة عن بعضها دون أن تساعده بالإشارة أو بتكرار الأوامر عليه؟ اعطه ثلاثة أوامر قبل أن يبدأ بتنفيذها. على سبيل المثال يمكنك أن تقول:“ صفق بيديك، وامش إلى الباب ، واجلس” أو “أعطني القلم، وافتح الكتاب، وقف على قدميك”.,"5. Does your child follow three different commands without you helping him by pointing or repeating the commands to him? Give him three commands before he starts executing them. For example, you could say: “Clap your hands, walk to the door, and sit down” or “Give me the pen, open the book, and stand on your feet.”"
٥. هل يقوم طفلك باتباع ثلاثة أوامر مختلفة عن بعضها دون أن تساعده بالإشارة أو بتكرار الأوامر عليه؟ اعطه ثلاثة أوامر قبل أن يبدأ بتنفيذها. على سبيل المثال يمكنك أن تقول:“ صفق بيديك، وامش إلى الباب، واجلس” أو “أعطني القلم، وافتح الكتاب، وقف على قدميك”.,"5. Does your child follow three different commands without you helping him by pointing or repeating the commands to him? Give him three commands before he starts executing them. For example, you could say: “Clap your hands, walk to the door, and sit down,” or “Give me the pen, open the book, and stand on your feet.”"
٥. هل يكوّن طفلك جملً من ثلاث أو أربع كلمات؟,5. Does your child form sentences with three or four words?
٥. هل يلتقط طفلك بيديه لعبتين صغيرتين -لعبة واحدة في كل يد- ويمسكهما لمدة دقيقة واحدة؟,5. Does your child pick up two small toys with his hands - one toy in each hand - and hold them for one minute?
٥. هل يلتقط طفلك كرة كبيرة بكلتا يديه؟ لا بد أن تقف على مسافة 5 أقدام / 1.5 م من طفلك وتحاول معه مرتين أو ثلاث مرات قبل الإجابة على هذا السؤال.,5. Does your child catch a large ball with both hands? You must stand at a distance of 5 feet/1.5 m from your child and try with him two or three times before answering this question.
٥. هل يلتقط طفلك كسرة خبز مستخدمًا رؤوس أصابعه؟,5. Does your child pick up a piece of bread using his or her fingertips?
٥. هل يمثل طفلك أدوارًا مختلفة أو يتقمص شخصيات خيالية؟ على سبيل المثال: قد يرتدي ملابس أو اكسسوارات ليقلد شخصية أب، أو أم، أو أخ، أو أخت، أو حيوان أو حتى رمز خيالي.,"5. Does your child role-play or imaginary characters? For example, he may wear clothes or accessories to imitate a father, mother, brother, sister, animal or even a fictional symbol."
٥. هل يمرر طفلك الكرة أو يرميها إليك لترميها إليك مرة أخرى؟,5. Does your child pass the ball or throw it to you so you can throw it back?
٥. هل يمرر طفلك اللعبة من يد لأخرى عدة مرات؟,5. Does your child pass the toy from one hand to another several times?
٥. هل يمسك طفلك - أو يخدش بأصابعه - السطح الذي أمامه إذا كنت تسنده في وضعية الجلوس أو إذا كان مستلقيًا على بطنه؟,5. Does your baby grab - or scratch with his fingers - the surface in front of him if you're propping him up in a sitting position or if he's lying on his tummy?
٥. هل يمشي طفلك بضع خطوات إلى الأمام إذا كنت تمسك بيد واحدة لمساعدته على التوازن؟,5. Does your child walk a few steps forward if you hold on with one hand to help him balance?
٥. هل يمشي طفلك جيدًا ونادرًا ما يقع على الأرض؟,5. Does your child walk well and rarely fall over?
٥. هل يميل طفلك بنفسه إلى الأسفل ليلتقط شيئًا من الأرض، ثم يقف مرة ثانية على قدميه دون الحاجة إلى المساعدة؟,"5. Does your child bend down by himself to pick something up from the floor, then get back up on his feet without needing help?"
٥. هل ينجح طفلك في التقاط كسرة خبز مستخدمًا إبهامه وبقية الأصابع؟,5. Does your child successfully pick up a piece of bread using his thumb and other fingers?
٥. هل ينزل طفلك درجات السلم ممسكًا بإحدى يديك؟,5. Does your child walk down the stairs holding one hand?
٥. هل ينظر طفلك إلى يديه؟,5. Does your child look at his hands?
٥. هل ينفذ طفلك على الأقل ثلاثا من التعليمات التالية دون أن تساعده بالتلميح أو الإشارة؟,5. Does your child carry out at least three of the following instructions without your help by hinting or pointing?
٥. هل يُبقي طفلك يديه مفتوحتين جزئيًا أو بالكامل عندما يكون مستيقظًا؟,5. Does your child keep his hands partially or fully open when awake?
٥. هل يُسقط طفلك لعبتين الواحدة تلو الأخرى في وعاء أو صندوق؟,5. Does your child drop two toys one after the other into a bowl or box?
٥. هل يُسقط طفلك مجموعة ألعاب صغيرة الواحدة تلو الأخرى في وعاء أو صندوق؟,5. Does your child drop small toys one by one into a bowl or box?
٥. يقلب طفلك قارورة شفافة ليستخرج منها كسرة خبز وقعت فيها - بحجم حبة الفول تقريبًا؟,5. Your child turns over a clear bottle to extract a piece of bread that has fallen into it - about the size of a bean?
٥.هل يستطيع طفلك نسخ الأحرف ( أ ، ب ، د ، ر ، ل) دون أن يتتبعها؟ قم بتغطية جميع الأحرف ما عدا الحرف الذي يقوم طفلك بنسخ .,"5. Can your child copy the letters (A, B, D, R, L) without tracing them? Cover all letters except the letter your child is copying."
٥.هل يقفز طفلك بقدم واحدة إلى الأمام مسافة متر إلى 4- 6 آقدام / مترين دون أن ينزل قدمه الأخرى إلى الأرض؟ امنح طفلك محاولتين للقفز على كل قدم على حدة.,"5. Does your child jump with one foot forward a distance of 1 to 4-6 feet/2 metres, without putting his other foot on the ground? Give your child two attempts to jump on each foot at a time."
٦. أثناء الوقوف، هل يرمي طفلك الكرة إلى الأمام وهو رافعٌ ذراعه بارتفاع كتفه؟,"6. While standing, does your child throw the ball forward with his arm raised at shoulder height?"
٦. إذا أراد طفلك شيئًا بعيدًا عن متناول يديه، هل يبحث عن كرسي أو صندوق ليصعد عليه حتي يحصل على مايريد؟,"6. If your child wants something out of his reach, does he look for a chair or box to climb on to get what he wants?"
٦. إذا أراد طفلك شيئًا ما، فهل يخبرك عنه من خلال الإشارة إليه؟,"6. If your child wants something, does he tell you about it by pointing to it?"
٦. إذا وضعت خمسة أشياء أمام طفلك، هل يستطيع عدها بالترتيب: واحد ، اثنان ، ثلاثة ، أربعة ، خمسة؟,"6. If you put five objects in front of your child, can he count them in order: one, two, three, four, five?"
٦. ارسم خطًا على امتداد ورقة. مستخدمًا مقص الأطفال الآمن، هل يستطيع طفلك قص الورقة إلى قطعتين في خط مستقيم أو شبه مستقيم، بفتح وإغلاق شفرتي المقص؟,"6. Draw a line along a sheet of paper. Using child-safe scissors, can your child cut the paper into two pieces in a straight or nearly straight line, opening and closing the scissor blades?"
٦. اطلب من طفلك دون أن تساعده بإشارة أو تلميح:“ ضع الكتاب على الطاولة” وَ “ضع الحذاء تحت الكرسي”. هل ينفذ طفلك الأوامر المطلوبة منه بطريقة صحيحة؟,"6. Ask your child, without helping him with a gesture or hint: “Put the book on the table” and “Put the shoes under the chair.” Does your child carry out the commands required of him correctly?"
٦. اكتب اسم طفلك. هل يستطيع طفلك نسخ أحرف اسمه؟ قد تكون الأحرف مقلوبة أو بخط كبير أو بترتيب معكوس.,"6. Write your child's name. Can your child copy the letters of his name? The letters may be upside down, in capitalization, or in reverse order."
٦. بالنظر إلى الشكل المعطى، هل يستطيع طفلك نسخه على صفحة كبيرة مستخدمًا قلم تلوين أو قلم رصاص أو حبر دون أن يتتبعه؟ لا تدع طفلك يرسم فوق الشكل المعطى.,"6. Given the given shape, can your child copy it onto a large page using a crayon, pencil, or ink without tracing it? Do not let your child draw over the given shape."
٦. بعد أن تغيب عن نظره لفترة، هل يبتسم طفلك أو يبدي فرحًا لرؤيتك؟,"6. After you've been out of sight for a while, does your child smile or show joy at seeing you?"
٦. بعد أن يراك طفلك تخبئ لعبة صغيرة تحت ورقة أو قطعة قماش، هل يجد اللعبة إذا طلبت منه البحث عنها؟,"6. After your child sees you hiding a small toy under a piece of paper or cloth, will he find the toy if you ask him to look for it?"
٦. بعد أن يرسم طفلك صورة أو حتى خربشة على الورقة، هل يحدثك عن رسمته؟ (يمكن أن تقول له: “ أخبرني عما رسمت” أو اسأله “ماذا رسمت”؟),"6. After your child draws a picture or even scribbles on paper, does he talk to you about his drawing? (You can say to him: “Tell me about what you drew” or ask him “What did you draw”?)"
٦. بعد أن يرسم طفلك صورة أو حتى خربشة على الورقة، هل يحدثك عن رسمته؟ (يمكن أن تقول له: “أخبرني عما رسمت” أو اسأله “ماذا رسمت”؟),"6. After your child draws a picture or even scribbles on paper, does he talk to you about his drawing? (You can say to him: “Tell me about what you drew” or ask him “What did you draw”?)"
٦. بعد أن يرفع طفلك رأسه إلى الأعلى أثناء استلقائه على بطنه، هل يرجع رأسه إلى الأرض بدرجة من التحكم بدلً من أن يتركه ليسقط؟,"6. After your baby holds his head up while lying on his tummy, does he return his head to the floor with some control rather than letting it fall?"
٦. بعد أن يشاهدك طفلك ترسم خطًا من يمين الصفحة إلى يسارها، اطلب منه أن يرسم خطًا مشابهًا للذي رسمت. لا تجعله يرسم فوق خطك. هل يستطيع طفلك رىسم خط أفقي؟,"6. After your child watches you draw a line from the right to the left of the page, ask him to draw a line similar to the one you drew. Don't let him draw over your line. Can your child draw a horizontal line?"
٦. عند تصفحه لكتاب يحتوي على صور، هل يخبرك طفلك عما تحويه الصور من أحداث؟ (على سبيل المثال، “ينبح”، أو “يجري” أو يأكل، أو يبكي…)؟ يمكنك أن تسأله ماذا يفعل الكلب أو الولد في الصورة؟,"6. When browsing a book that contains pictures, does your child tell you about the events in the pictures? (For example, “barks”, “runs”, eats, cries…)? You can ask him what the dog or boy is doing in the picture?"
٦. عندما تخربش على ورقة بقلم تلوين أو قلم رصاص أو حبر، هل يقلد طفلك خربشتك؟,"6. When you scribble on a sheet of paper with crayon, pencil, or ink, does your child imitate your scribbling?"
٦. عندما تسأل طفلك عن شيء مألوف له، هل يذهب إلى الغرفة الأخرى ليبحث عنه؟,"6. When you ask your child about something familiar, does he go into the other room to look for it?"
٦. عندما تسأل طفلك:“ ما اسمك؟” هل يجيب بذكر اسمه الأول أو كنيته؟,6. When you ask your child: “What is your name?” Should he answer by mentioning his first name or nickname?
٦. عندما تسأل طفلك:“ ما اسمك؟” هل يجيب بذكر اسمه الأول واسم العائلة؟,6. When you ask your child: “What is your name?” Should he answer by mentioning his first and last name?
٦. عندما تساعد طفلك على الوقوف بجانب قطعة أثاث أو حافة سرير، هل يقف ممسكًا بها دون أن يستند بصدره إليها؟,"6. When you help your child stand next to a piece of furniture or the edge of a bed, does he stand holding it without resting his chest on it?"
٦. عندما تشير بإصبعك إلى الصورة المعطاة وتسأل طفلك “ما هذا”؟ هل يجيبك بكلمة تدل على شخص أو ما شابه؟,6. When you point your finger at the given picture and ask your child “What is this”? Does he answer you with a word that refers to a person or something similar?
٦. عندما تقلد الصوت الذي يطلقه طفلك، هل يقوم طفلك بتقليد الصوت نفسه لك؟,"6. When you imitate the sound your child makes, does your child imitate the same sound back to you?"
٦. عندما تقول لطفلك:“ قل خمسة، ثمانية، ثلاثة”، هل يُعيد عليك الأرقام الثلاث بنفس الترتيب؟ لا تكرر عليه الأرقام مرة أخرى.,"6. When you say to your child: “Say five, eight, three,” does he repeat the three numbers to you in the same order? Don't repeat the numbers again."
٦. عندما تمد يدك وتطلب من طفلك أن يعطيك لعبته، هل يفلتها في يديك؟,"6. When you reach out and ask your child to give you his toy, does he release it into your hands?"
٦. عندما تمسك بطفلك وهو بوضعية الجلوس، هل يحاول الوصول إلى اللعبة التي على الطاولة بالقرب منه حتى لو كان لا يستطيع الوصول إليها بيده؟,"6. When you hold your baby in a sitting position, does he try to reach the toy on the table near him even if he can't reach it with his hand?"
٦. عندما تُري طفلك كيفية ركل الكرة، هل يحاول ركلها بتحريك ساقه إلى الأمام أو بالمشي تجاه الكرة؟,"6. When you show your child how to kick a ball, does he try to kick it by moving his leg forward or by walking toward the ball?"
٦. عندما تُعطي طفلك أشياء مقلوبة كقارورة أو معلقة أو قلم، هل يقوم بتعديلها ليستخدمها بشكل صحيح؟,"6. When you give your child upside-down objects such as a bottle, spoon or pen, does he adjust them to use them correctly?"
٦. عندما يرى طفلك زجاجة الحليب أو الثدي ، هل يظهر معرفته أنه على وشك أن يتغذى؟,"6. When your baby sees a bottle or breast, does he show knowledge that he is about to be fed?"
٦. عندما يكون طفلك أمام المرآة، هل يبتسم أو يناغي لنفسه؟,"6. When your child is in front of the mirror, does he smile or chatter to himself?"
٦. عندما يكون طفلك مستلقيًا على ظهره، هل يقوم بضم كلتا يديه مقابل صدره ولمس أصابعه؟,"6. When your baby is lying on his back, does he cup both hands against his chest and touch his fingers?"
٦. عندما يكون طفلك مستلقيًا على ظهره، وتقوم أنت بتحريك لعبة فوقه، هل يمد طفلك يديه نحو اللعبة؟,"6. When your baby is lying on his back and you move a toy over him, does your baby extend his hands toward the toy?"
٦. عندما يمسك طفلك بلعبة بيده، هل يقوم بضربها بلعبة أخرى تكون موجودة على الطاولة أو على الأرض؟,"6. When your child holds a toy in his hand, does he hit it with another toy that is on the table or on the floor?"
٦. قم برص أربعة مكعبات أو سيارات في صف مستقيم أمام طفلك، هل يقلدك برصها كلها؟ .,6. Arrange four blocks or cars in a straight row in front of your child. Does he imitate you by stacking them all? .
٦. هل يأتي طفلك إليك عندما يحتاج مساعدتك في فتح غطاء علبة مثلً أو تشغيل لعبة؟,6. Does your child come to you when he needs your help opening the lid of a can or playing a game?
٦. هل يتنقل طفلك ماشيًا بدلً من أن يحبو على يديه وركبتيه؟,6. Does your baby walk instead of crawling on his hands and knees?
٦. هل يحاول طفلك الوصول إلى لعبة صغيرة بعيدة عن متناول يديه مستخدمًا ملعقة أوعصا أو أي أداة أخرى، بعد أن تريه كيف يفعل ذلك؟,"6. Does your child try to reach a small toy out of reach using a spoon, stick, or other tool after you show him how to do it?"
٦. هل يحاول طفلك الوصول إلى لعبة ليست في متناول يديه؟,6. Is your child trying to reach a toy that is not within his reach?
٦. هل يحاول طفلك جذب انتباهك أو لفت نظرك إلى شيء ما بسحب يدك أو ملابسك؟,6. Is your child trying to get your attention or draw your attention to something by pulling your hand or clothing?
٦. هل يحرك طفلك ساقه إلى الأمام عند ركل الكرة دون أن يمسك بأي شيء؟,6. Does your child move his leg forward when kicking the ball without catching anything?
٦. هل يحضن طفلك دميته أو لعبته أثناء اللعب؟,6. Does your child hug his doll or toy while playing?
٦. هل يدُخل طفلك الخيط بالأشياء الصغيرة المثقوبة، مثل كرات الخرز وحبوب المعكرونة وعجلات الألعاب الصغيرة؟,"6. Does your child floss with small, perforated objects, such as bead balls, pasta pods, and small toy wheels?"
٦. هل يدُخل طفلك الخيط بالأشياء الصغيرة المثقوبة، مثل كرات الخرز وحبوب المعكرونة وعجلات الألعاب الصغيرة؟.,"6. Does your child floss with small, perforated objects, such as bead balls, pasta pods, and toy wheels?"
٦. هل يرفع طفلك نفسه على اليدين والركبتين متخذًا وضعية الحبو؟,6. Does your baby raise himself up on his hands and knees in a crawling position?
٦. هل يركب طفلك ما بين كلمتين إلى ثلاث كلمات مختلفة في جملة لتعبر عن فكرة ما؟ كأن يقول “شاهد الكلب”، أو “أمي عودي للمنزل”، أو “القطة رحلت”.,"6. Does your child combine two to three different words in a sentence to express an idea? He would say, “See the dog,” or “Mom, come home,” or “The cat is gone.”"
٦. هل يركب طفلك ما بين كلمتين إلى ثلاث كلمات مختلفة في جملة لتعبر عن فكرة ما؟ كأن يقول” شاهد الكلب”، أو “أمي عودي للمنزل”، أو “القطة رحلت”.,"6. Does your child combine two to three different words in a sentence to express an idea? He would say, “See the dog,” or “Mom, come home,” or “The cat is gone.”"
٦. هل يساعدك طفلك في تقليب صفحات كتاب؟,6. Does your child help you turn the pages of a book?
٦. هل يستخدم طفلك صيغة الفعل الماضي عندما يتحدث عن الماضي؟ كأن يقول “مشيت، قفزت، لعبت”؟,"6. Does your child use the past tense when talking about the past? Like saying “I walked, I jumped, I played”?"
٦. هل يستخدم طفلك كل الكلمات اللازمة لتكوين جملة صحيحة، مثل “ال” التعريف، والضمائر التي تتناسب مع الأفعال؟ كأن يقول “سأذهب إلى الحديقة”، أو أن يسأل:“ هل هناك دمية لألعب بها؟” أو “هل ستأتي أنت معنا أيضًا”؟,"6. Does your child use all the words needed to form a correct sentence, such as the definite article, and pronouns that go with verbs? Such as saying, “I’m going to the park,” or asking, “Is there a doll to play with?” Or “Are you coming with us too?”"
٦. هل يستخدم طفلك كل الكلمات اللازمة لتكوين جملة صحيحة، مثل “ال” التعريف، والضمائر التي تتناسب مع الأفعال؟ كأن يقول “سأذهب إلى الحديقة”، أو أن يسأل:”هل هناك دمية لألعب بها؟” أو “هل ستأتي أنت معنا أيضًا”؟,"6. Does your child use all the words needed to form a correct sentence, such as the definite article, and pronouns that go with verbs? Such as saying, “I’m going to the park,” or asking, “Is there a doll to play with?” Or “Are you coming with us too?”"
٦. هل يستخدم طفلك كلمتين على الأقل من الكلمات التالية بطريقة صحيحة:“ أنا”، و “أنت”، و “هي”، و “مِلكِي”؟,"6. Does your child use at least two of the following words correctly: “I,” “you,” “she,” and “mine”?"
٦. هل يصعد أو ينزل طفلك درجتين من درجات السلم بنفسه؟,6. Does your child walk up or down two flights of stairs on his own?
٦. هل يصعد طفلك سلم الدرج مستخدمًا قدمًا واحدة لكل درجة يصعدها؟,6. Does your child climb stairs using one foot for each step?
٦. هل يصعد طفلك سلم درج الزحليقة وينزلق منها إلى الأسفل دون المساعدة من أحد؟,6. Does your child climb the steps of the slide and slide down the stairs without anyone's help?
٦. هل يصعد طفلك فوق كرسي أو غيره للوصول إلى ما يريد؟,6. Does your child climb on a chair or other object to reach what he wants?
٦. هل يضع طفلك ثلاث ألعاب أو مكعبات صغيرة فوق بعضها؟,6. Does your child place three toys or small cubes on top of each other?
٦. هل يضع طفلك لعبة صغيرة على الأرض دون أن تسقط منه، ومن ثم يُبعد يده عنها؟,"6. Does your child place a small toy on the floor without it falling, and then move his hand away from it?"
٦. هل يضع طفلك ملعقة الطعام في فمه بطريقة صحيحة بحيث لا يسقط منها الطعام؟,6. Does your child put the food spoon in his mouth correctly so that the food does not fall out?
٦. هل يطعم طفلك نفسه قطعة بسكويت أو كعكة؟,6. Does your child feed himself a cookie or cake?
٦. هل يطلق طفلك أصواتًا عند النظر إلى الناس أو الألعاب؟,6. Does your child make noises when looking at people or toys?
٦. هل يطلق طفلك صوتين متشابهين كالأصوات الآتية: ”دا دا“، أو ”با با“، أو ”غا غا“؟,"6. Does your child make two similar sounds, such as “da-da,” “ba-ba,” or “ga-ga”?"
٦. هل يعرف طفلك الأرقام التالية؟,6. Does your child know the following numbers?
٦. هل يقص طفلك ورقة باستخدام مقص الأطفال الآمن؟ لا يتوجب عليه أن يقص الورقة، ولكن عليه أن يحرك يده بفتح وإغلاق شفرتي المقص وهو ممسك بالورقة بيده الأخرى.,"6. Does your child cut a sheet of paper using child-safe scissors? He does not have to cut the paper, but he must move his hand by opening and closing the blades of the scissors while holding the paper in his other hand."
٦. هل يقف طفلك بمفرده ويمشي بضع خطوات إلى الأمام؟,6. Does your child stand on his own and walk a few steps forward?
